tweet_id,tmp_id,text_x,tw_date_x,year,lang,metadata,AR,MB,author,date
10,9.09e+17,State offices closures/ openings will continue to follow the lead of local governments,2017-09-15 02:48:00+00:00,2017,en,"{""verified"":true,""entities"":{""url"":{""urls"":[{""start"":0,""end"":23,""url"":""https://t.co/N5TDVcCjcr"",""expanded_url"":""http://www.rickscott.senate.gov"",""display_url"":""rickscott.senate.gov""}]},""description"":{""urls"":[{""start"":98,""end"":121,""url"":""https://t.co/O6Ra1UNojy"",""expanded_url"":""http://instagram.com/flsenrickscott"",""display_url"":""instagram.com/flsenrickscott""}],""hashtags"":[{""start"":83,""end"":97,""tag"":""LetsGetToWork""}]}},""description"":""Florida's U.S. Senator. Fighting for Florida families and to Make Washington Work. #LetsGetToWork https://t.co/O6Ra1UNojy"",""username"":""SenRickScott"",""created_at"":""2010-04-10T16:03:04.000Z"",""location"":""The Sunshine State"",""profile_image_url"":""https://pbs.twimg.com/profile_images/1082776530235916289/KVIfkvwW_normal.jpg"",""public_metrics"":{""followers_count"":393608,""following_count"":1266,""tweet_count"":22513,""listed_count"":4081},""protected"":false,""pinned_tweet_id"":""1573331112079892480"",""url"":""https://t.co/N5TDVcCjcr"",""id"":""131546062"",""name"":""Rick Scott""}",3,3,131546062,2017-09-15
11,9.09e+17,".@FLDEPNews continues to coordinate with @USACEHQ @MyFDOT, @USCG, @MyFWC, and @fema on debris removal statewide.",2017-09-15 03:03:00+00:00,2017,en,"{""verified"":true,""entities"":{""url"":{""urls"":[{""start"":0,""end"":23,""url"":""https://t.co/N5TDVcCjcr"",""expanded_url"":""http://www.rickscott.senate.gov"",""display_url"":""rickscott.senate.gov""}]},""description"":{""urls"":[{""start"":98,""end"":121,""url"":""https://t.co/O6Ra1UNojy"",""expanded_url"":""http://instagram.com/flsenrickscott"",""display_url"":""instagram.com/flsenrickscott""}],""hashtags"":[{""start"":83,""end"":97,""tag"":""LetsGetToWork""}]}},""description"":""Florida's U.S. Senator. Fighting for Florida families and to Make Washington Work. #LetsGetToWork https://t.co/O6Ra1UNojy"",""username"":""SenRickScott"",""created_at"":""2010-04-10T16:03:04.000Z"",""location"":""The Sunshine State"",""profile_image_url"":""https://pbs.twimg.com/profile_images/1082776530235916289/KVIfkvwW_normal.jpg"",""public_metrics"":{""followers_count"":393608,""following_count"":1266,""tweet_count"":22513,""listed_count"":4081},""protected"":false,""pinned_tweet_id"":""1573331112079892480"",""url"":""https://t.co/N5TDVcCjcr"",""id"":""131546062"",""name"":""Rick Scott""}",2,3,131546062,2017-09-15
12,9.09e+17,Happy birthday @RepBarragan!,2017-09-15 12:00:01+00:00,2017,en,"{""verified"":true,""entities"":{""url"":{""urls"":[{""start"":0,""end"":23,""url"":""https://t.co/WrlaMe6YPs"",""expanded_url"":""http://sinema.senate.gov"",""display_url"":""sinema.senate.gov""}]}},""description"":""Official Twitter feed of U.S. Senator Kyrsten Sinema, serving Arizona."",""username"":""SenatorSinema"",""created_at"":""2013-01-11T20:31:03.000Z"",""profile_image_url"":""https://pbs.twimg.com/profile_images/1034130772406353921/X0F2Al0E_normal.jpg"",""public_metrics"":{""followers_count"":189920,""following_count"":729,""tweet_count"":16028,""listed_count"":2242},""protected"":false,""url"":""https://t.co/WrlaMe6YPs"",""id"":""1080844782"",""name"":""Kyrsten Sinema""}",3,3,1080844782,2017-09-15
13,9.09e+17,Happy birthday @RepJoeBarton!,2017-09-15 12:00:02+00:00,2017,en,"{""verified"":true,""entities"":{""url"":{""urls"":[{""start"":0,""end"":23,""url"":""https://t.co/WrlaMe6YPs"",""expanded_url"":""http://sinema.senate.gov"",""display_url"":""sinema.senate.gov""}]}},""description"":""Official Twitter feed of U.S. Senator Kyrsten Sinema, serving Arizona."",""username"":""SenatorSinema"",""created_at"":""2013-01-11T20:31:03.000Z"",""profile_image_url"":""https://pbs.twimg.com/profile_images/1034130772406353921/X0F2Al0E_normal.jpg"",""public_metrics"":{""followers_count"":189920,""following_count"":729,""tweet_count"":16028,""listed_count"":2242},""protected"":false,""url"":""https://t.co/WrlaMe6YPs"",""id"":""1080844782"",""name"":""Kyrsten Sinema""}",3,3,1080844782,2017-09-15
14,9.09e+17,RT @FLSERT: To serve as a volunteer in Hurricane #Irma relief efforts please call 1-800-FL-Help-1 or click here https://t.co/V2fuoI8GNY #FL…,2017-09-15 12:39:16+00:00,2017,en,"{""verified"":true,""entities"":{""url"":{""urls"":[{""start"":0,""end"":23,""url"":""https://t.co/N5TDVcCjcr"",""expanded_url"":""http://www.rickscott.senate.gov"",""display_url"":""rickscott.senate.gov""}]},""description"":{""urls"":[{""start"":98,""end"":121,""url"":""https://t.co/O6Ra1UNojy"",""expanded_url"":""http://instagram.com/flsenrickscott"",""display_url"":""instagram.com/flsenrickscott""}],""hashtags"":[{""start"":83,""end"":97,""tag"":""LetsGetToWork""}]}},""description"":""Florida's U.S. Senator. Fighting for Florida families and to Make Washington Work. #LetsGetToWork https://t.co/O6Ra1UNojy"",""username"":""SenRickScott"",""created_at"":""2010-04-10T16:03:04.000Z"",""location"":""The Sunshine State"",""profile_image_url"":""https://pbs.twimg.com/profile_images/1082776530235916289/KVIfkvwW_normal.jpg"",""public_metrics"":{""followers_count"":393608,""following_count"":1266,""tweet_count"":22513,""listed_count"":4081},""protected"":false,""pinned_tweet_id"":""1573331112079892480"",""url"":""https://t.co/N5TDVcCjcr"",""id"":""131546062"",""name"":""Rick Scott""}",3,3,131546062,2017-09-15
15,9.09e+17,La @RedCross prepara apertura de 4 refugios en Cayos de FL luego de evaluaciones y consultas con funcionarios locales.,2017-09-15 12:39:20+00:00,2017,es,"{""verified"":true,""entities"":{""url"":{""urls"":[{""start"":0,""end"":23,""url"":""https://t.co/N5TDVcCjcr"",""expanded_url"":""http://www.rickscott.senate.gov"",""display_url"":""rickscott.senate.gov""}]},""description"":{""urls"":[{""start"":98,""end"":121,""url"":""https://t.co/O6Ra1UNojy"",""expanded_url"":""http://instagram.com/flsenrickscott"",""display_url"":""instagram.com/flsenrickscott""}],""hashtags"":[{""start"":83,""end"":97,""tag"":""LetsGetToWork""}]}},""description"":""Florida's U.S. Senator. Fighting for Florida families and to Make Washington Work. #LetsGetToWork https://t.co/O6Ra1UNojy"",""username"":""SenRickScott"",""created_at"":""2010-04-10T16:03:04.000Z"",""location"":""The Sunshine State"",""profile_image_url"":""https://pbs.twimg.com/profile_images/1082776530235916289/KVIfkvwW_normal.jpg"",""public_metrics"":{""followers_count"":393608,""following_count"":1266,""tweet_count"":22513,""listed_count"":4081},""protected"":false,""pinned_tweet_id"":""1573331112079892480"",""url"":""https://t.co/N5TDVcCjcr"",""id"":""131546062"",""name"":""Rick Scott""}",3,3,131546062,2017-09-15
16,9.09e+17,RT @FLSERT: Florida Hurricane #Irma Power Outage Numbers as of 9/15/2017 6:00 AM ET. PDF at: https://t.co/6pN1aaRRFU… #FLResponds https://t…,2017-09-15 12:39:23+00:00,2017,en,"{""verified"":true,""entities"":{""url"":{""urls"":[{""start"":0,""end"":23,""url"":""https://t.co/N5TDVcCjcr"",""expanded_url"":""http://www.rickscott.senate.gov"",""display_url"":""rickscott.senate.gov""}]},""description"":{""urls"":[{""start"":98,""end"":121,""url"":""https://t.co/O6Ra1UNojy"",""expanded_url"":""http://instagram.com/flsenrickscott"",""display_url"":""instagram.com/flsenrickscott""}],""hashtags"":[{""start"":83,""end"":97,""tag"":""LetsGetToWork""}]}},""description"":""Florida's U.S. Senator. Fighting for Florida families and to Make Washington Work. #LetsGetToWork https://t.co/O6Ra1UNojy"",""username"":""SenRickScott"",""created_at"":""2010-04-10T16:03:04.000Z"",""location"":""The Sunshine State"",""profile_image_url"":""https://pbs.twimg.com/profile_images/1082776530235916289/KVIfkvwW_normal.jpg"",""public_metrics"":{""followers_count"":393608,""following_count"":1266,""tweet_count"":22513,""listed_count"":4081},""protected"":false,""pinned_tweet_id"":""1573331112079892480"",""url"":""https://t.co/N5TDVcCjcr"",""id"":""131546062"",""name"":""Rick Scott""}",3,3,131546062,2017-09-15
17,9.09e+17,Equipos de remoción de escombros de @MyFDOT despejaron la US 1 y operación de retirada de escombros comienza este fin de semana.,2017-09-15 12:45:42+00:00,2017,es,"{""verified"":true,""entities"":{""url"":{""urls"":[{""start"":0,""end"":23,""url"":""https://t.co/N5TDVcCjcr"",""expanded_url"":""http://www.rickscott.senate.gov"",""display_url"":""rickscott.senate.gov""}]},""description"":{""urls"":[{""start"":98,""end"":121,""url"":""https://t.co/O6Ra1UNojy"",""expanded_url"":""http://instagram.com/flsenrickscott"",""display_url"":""instagram.com/flsenrickscott""}],""hashtags"":[{""start"":83,""end"":97,""tag"":""LetsGetToWork""}]}},""description"":""Florida's U.S. Senator. Fighting for Florida families and to Make Washington Work. #LetsGetToWork https://t.co/O6Ra1UNojy"",""username"":""SenRickScott"",""created_at"":""2010-04-10T16:03:04.000Z"",""location"":""The Sunshine State"",""profile_image_url"":""https://pbs.twimg.com/profile_images/1082776530235916289/KVIfkvwW_normal.jpg"",""public_metrics"":{""followers_count"":393608,""following_count"":1266,""tweet_count"":22513,""listed_count"":4081},""protected"":false,""pinned_tweet_id"":""1573331112079892480"",""url"":""https://t.co/N5TDVcCjcr"",""id"":""131546062"",""name"":""Rick Scott""}",3,3,131546062,2017-09-15
18,9.09e+17,Cerca de 70 equipos de @MyFDOT están listos y preparados para trabajos de corte y poda de árboles en el sistema de carreteras de FL.,2017-09-15 12:46:02+00:00,2017,es,"{""verified"":true,""entities"":{""url"":{""urls"":[{""start"":0,""end"":23,""url"":""https://t.co/N5TDVcCjcr"",""expanded_url"":""http://www.rickscott.senate.gov"",""display_url"":""rickscott.senate.gov""}]},""description"":{""urls"":[{""start"":98,""end"":121,""url"":""https://t.co/O6Ra1UNojy"",""expanded_url"":""http://instagram.com/flsenrickscott"",""display_url"":""instagram.com/flsenrickscott""}],""hashtags"":[{""start"":83,""end"":97,""tag"":""LetsGetToWork""}]}},""description"":""Florida's U.S. Senator. Fighting for Florida families and to Make Washington Work. #LetsGetToWork https://t.co/O6Ra1UNojy"",""username"":""SenRickScott"",""created_at"":""2010-04-10T16:03:04.000Z"",""location"":""The Sunshine State"",""profile_image_url"":""https://pbs.twimg.com/profile_images/1082776530235916289/KVIfkvwW_normal.jpg"",""public_metrics"":{""followers_count"":393608,""following_count"":1266,""tweet_count"":22513,""listed_count"":4081},""protected"":false,""pinned_tweet_id"":""1573331112079892480"",""url"":""https://t.co/N5TDVcCjcr"",""id"":""131546062"",""name"":""Rick Scott""}",3,3,131546062,2017-09-15
19,9.09e+17,Cierres y aperturas de oficinas estatales continuarán siguiendo directrices de gobiernos locales.,2017-09-15 12:46:19+00:00,2017,es,"{""verified"":true,""entities"":{""url"":{""urls"":[{""start"":0,""end"":23,""url"":""https://t.co/N5TDVcCjcr"",""expanded_url"":""http://www.rickscott.senate.gov"",""display_url"":""rickscott.senate.gov""}]},""description"":{""urls"":[{""start"":98,""end"":121,""url"":""https://t.co/O6Ra1UNojy"",""expanded_url"":""http://instagram.com/flsenrickscott"",""display_url"":""instagram.com/flsenrickscott""}],""hashtags"":[{""start"":83,""end"":97,""tag"":""LetsGetToWork""}]}},""description"":""Florida's U.S. Senator. Fighting for Florida families and to Make Washington Work. #LetsGetToWork https://t.co/O6Ra1UNojy"",""username"":""SenRickScott"",""created_at"":""2010-04-10T16:03:04.000Z"",""location"":""The Sunshine State"",""profile_image_url"":""https://pbs.twimg.com/profile_images/1082776530235916289/KVIfkvwW_normal.jpg"",""public_metrics"":{""followers_count"":393608,""following_count"":1266,""tweet_count"":22513,""listed_count"":4081},""protected"":false,""pinned_tweet_id"":""1573331112079892480"",""url"":""https://t.co/N5TDVcCjcr"",""id"":""131546062"",""name"":""Rick Scott""}",3,3,131546062,2017-09-15
20,9.09e+17,Power has now been restored to 4.8 million Florida homes and businesses. https://t.co/bVzGus4cL0,2017-09-15 13:34:18+00:00,2017,en,"{""verified"":true,""entities"":{""url"":{""urls"":[{""start"":0,""end"":23,""url"":""https://t.co/N5TDVcCjcr"",""expanded_url"":""http://www.rickscott.senate.gov"",""display_url"":""rickscott.senate.gov""}]},""description"":{""urls"":[{""start"":98,""end"":121,""url"":""https://t.co/O6Ra1UNojy"",""expanded_url"":""http://instagram.com/flsenrickscott"",""display_url"":""instagram.com/flsenrickscott""}],""hashtags"":[{""start"":83,""end"":97,""tag"":""LetsGetToWork""}]}},""description"":""Florida's U.S. Senator. Fighting for Florida families and to Make Washington Work. #LetsGetToWork https://t.co/O6Ra1UNojy"",""username"":""SenRickScott"",""created_at"":""2010-04-10T16:03:04.000Z"",""location"":""The Sunshine State"",""profile_image_url"":""https://pbs.twimg.com/profile_images/1082776530235916289/KVIfkvwW_normal.jpg"",""public_metrics"":{""followers_count"":393608,""following_count"":1266,""tweet_count"":22513,""listed_count"":4081},""protected"":false,""pinned_tweet_id"":""1573331112079892480"",""url"":""https://t.co/N5TDVcCjcr"",""id"":""131546062"",""name"":""Rick Scott""}",2,3,131546062,2017-09-15
21,9.09e+17,El servicio eléctrico ya ha sido restablecido a 4.8 millones de hogares y negocios en la Florida.,2017-09-15 13:46:27+00:00,2017,es,"{""verified"":true,""entities"":{""url"":{""urls"":[{""start"":0,""end"":23,""url"":""https://t.co/N5TDVcCjcr"",""expanded_url"":""http://www.rickscott.senate.gov"",""display_url"":""rickscott.senate.gov""}]},""description"":{""urls"":[{""start"":98,""end"":121,""url"":""https://t.co/O6Ra1UNojy"",""expanded_url"":""http://instagram.com/flsenrickscott"",""display_url"":""instagram.com/flsenrickscott""}],""hashtags"":[{""start"":83,""end"":97,""tag"":""LetsGetToWork""}]}},""description"":""Florida's U.S. Senator. Fighting for Florida families and to Make Washington Work. #LetsGetToWork https://t.co/O6Ra1UNojy"",""username"":""SenRickScott"",""created_at"":""2010-04-10T16:03:04.000Z"",""location"":""The Sunshine State"",""profile_image_url"":""https://pbs.twimg.com/profile_images/1082776530235916289/KVIfkvwW_normal.jpg"",""public_metrics"":{""followers_count"":393608,""following_count"":1266,""tweet_count"":22513,""listed_count"":4081},""protected"":false,""pinned_tweet_id"":""1573331112079892480"",""url"":""https://t.co/N5TDVcCjcr"",""id"":""131546062"",""name"":""Rick Scott""}",3,3,131546062,2017-09-15
