,tweet_id_x,text_x,tw_date_x,author_id_x,year,source,AR,MB,date,idddd,tweet_id_y,text_y,author_id_y,tw_date_y,created_at,similarity
13,1.08e+18,"CouldnÇƒÙt agree more with @UCFWhittaker. Colleges should emulate UCFÇƒÙs commitment to Pell recipients, and rankings like @usnews should do more to highlight their success. https://t.co/zPGdSRMUUv",2019-01-03 17:58:04+00:00,Chris Coons,2019,selected_2019,1,1,2019-01-03,2140,1080969530300657664,The VA’s blunder should not negatively impact the finances of veterans seeking higher education and this new law will help address the VA’s unacceptable failure. https://t.co/DlkHmu4Ajy,946549322,2019-01-03,2019-01-03,39.0
14,1.08e+18,"In 2018, I was proud to work with all of my Senate colleagues to produce #bipartisan results, including protecting #veterans and holding VA executives accountable &amp; securing federal funds to help North Carolinians affected by natural disasters. https://t.co/qFpBpvPt6B",2019-01-03 19:14:10+00:00,Thom Tillis,2019,selected_2019,2,2,2019-01-03,2172,1080955360792391680,"Thanks to @realDonaldTrump for signing several of my bills into law today, including legislation that will bring corrupt lobbyists into the sunlight.
https://t.co/MFqiafkB3Q",816683274076614656,2019-01-03,2019-01-03,38.0
15,1.08e+18,"President Trump just signed into law my legislation with @RepClayHiggins to rename the #LakeCharles VA Clinic in honor of Kinder native Douglas Fournet, who gave his life in the Vietnam War and was posthumously awarded the Medal of Honor. https://t.co/xbgNsU7OH9",2019-01-03 20:06:25+00:00,Bill Cassidy,2019,selected_2019,2,2,2019-01-03,2202,1080920418045718528,"I’m honored to take the oath of office as Nevada’s next U.S. Senator. Nevadans sent me here to fight for their health care, and that’s what I’m ready to do. https://t.co/Ms9pJSrcQn",818554054309715969,2019-01-03,2019-01-03,37.0
16,1.08e+18,"Honored to have been sworn into the 116th Congress today. Thank you Washington, it is the privilege of a lifetime to serve you in the United States Senate. https://t.co/0CyL9aaapz",2019-01-03 21:17:34+00:00,Maria Cantwell,2019,selected_2019,3,3,2019-01-03,2239,1080933258139975687,To the people of Utah: Thank you for entrusting me with the responsibility of serving you in the United States Senate. https://t.co/iBJ8CN6v2m,1078693601356509184,2019-01-03,2019-01-03,57.0
17,9.0848290732034e+17,.@FLOIR_comm has updated its ‚ÄúHurricane Season Resources‚Äù webpage- find it here: https://t.co/zYXsThyoMK,2017-09-15 00:09:38+00:00,Rick Scott,2017,selected_2017,2,2,2017-09-15,2305,908788782903758848,I’m closely monitoring the San Diego County Hepatitis A outbreak. Resources on prevention can be found here: https://t.co/EEthkz35kR,476256944,2017-09-15,2017-09-15,45.0
18,9.0848315120651e+17,"RT @HealthyFla: #FLHealth urges caution with sewage, septic tanks after Hurricane #Irma: https://t.co/Kg7L3YPfJW",2017-09-15 00:10:36+00:00,Rick Scott,2017,selected_2017,1,1,2017-09-15,2306,908773940079857664,RT @autodealerstx: Thank you @JohnCornyn for meeting with our dealers and supporting recovery from #HurricaneHarvey https://t.co/aLDz0iYJml,13218102,2017-09-15,2017-09-15,46.0
19,9.08488536810065e+17,FDLE is coordinating hundreds of law enforcement missions through the state EOC including patrol and escort missions.,2017-09-15 00:32:00+00:00,Rick Scott,2017,selected_2017,2,2,2017-09-15,2313,908775103739154432,Deeply disturbing! Rs making one last-ditch effort to take away health care—Keep up the fight and continue speaking out! https://t.co/0Z4Qtuo8RM,76456274,2017-09-15,2017-09-15,37.0
20,9.08489559687778e+17,"El FDLE est√° coordinando cientos de misiones de las autoridades a trav√©s del EOC del estado, incluyendo misiones de patrullaje y escolta.",2017-09-15 00:36:04+00:00,Rick Scott,2017,selected_2017,3,3,2017-09-15,2314,908483250032693248,Kim Jong-un's missile launches show how much he doesn't care about his own people. Each new provocation increases likelihood of lost lives.,225921757,2017-09-15,2017-09-15,32.0
21,9.0849206066314e+17,Soldiers &amp; Airmen are operating at 14 Points of Distribution throughout FL to ensure supplies are quickly provided to those who need them,2017-09-15 00:46:00+00:00,Rick Scott,2017,selected_2017,2,2,2017-09-15,2315,908816804826329088,"Credit reporting agencies can ruin your life with their mistakes, but they are totally unaccountable. We must change the law.",47747074,2017-09-15,2017-09-15,38.0
22,9.08498374118313e+17,Updates on continued Hurricane Irma response efforts can be found here: https://t.co/g6jNf85DHV,2017-09-15 01:11:06+00:00,Rick Scott,2017,selected_2017,2,2,2017-09-15,2323,908839277987057666,Good news: A federal court blocked Attorney General Sessions’ ill-advised effort to hold city violence prevention funds hostage. https://t.co/yvJNv2zsCq,247334603,2017-09-15,2017-09-15,45.0
23,9.08501874688561e+17,.@FLHSMV Licensing on Wheels Mobiles are mobilized to provide credentialing services to impacted FL residents in Lee and Collier counties.,2017-09-15 01:25:00+00:00,Rick Scott,2017,selected_2017,2,2,2017-09-15,2327,908833235999830016,".@SenRonJohnson will have a new constituent services office in Madison effective October 2nd 
https://t.co/ieFqz6mgFD",233737858,2017-09-15,2017-09-15,37.0
24,9.08504473563254e+17,RT @FLSERT: Florida Hurricane #Irma Power Outage Numbers as of 9/14/2017 9:00 PM ET. PDF at: https://t.co/MdtDTxRJZf #FLResponds https://t.‚Ä¶,2017-09-15 01:35:20+00:00,Rick Scott,2017,selected_2017,3,3,2017-09-15,2331,908796140027629569,I've been working to improve our #BuyAmerican laws for over a decade: https://t.co/GaenDO5p8I. I'm hopeful we can work together on this. https://t.co/AiFqVGB9u9,150078976,2017-09-15,2017-09-15,36.0
25,9.08509426419732e+17,.@RedCross is preparing to open four shelters in the Florida Keys following area surveys and consultation with local officials.,2017-09-15 01:55:01+00:00,Rick Scott,2017,selected_2017,2,2,2017-09-15,2335,908774940555534336,"Dreamers, we want to hear your stories. Use the hashtag #HereToStay and we’ll RT some so others can hear your voice.",30354991,2017-09-15,2017-09-15,40.0
26,9.08512949727301e+17,.@MyFDOT debris removal crews have cleared US 1 and debris removal operations will begin this weekend.,2017-09-15 02:09:01+00:00,Rick Scott,2017,selected_2017,2,3,2017-09-15,2338,908671192692875264,It is up to the Trump Administration and the world to make North Korea believe otherwise.,432895323,2017-09-15,2017-09-15,36.0
27,9.08520930904887e+17,"Make that: ‚öæÔ∏è‚öæÔ∏è‚öæÔ∏è‚öæÔ∏è‚öæÔ∏è‚öæÔ∏è‚öæÔ∏è‚öæÔ∏è‚öæÔ∏è‚öæÔ∏è‚öæÔ∏è‚öæÔ∏è‚öæÔ∏è‚öæÔ∏è‚öæÔ∏è‚öæÔ∏è‚öæÔ∏è‚öæÔ∏è‚öæÔ∏è‚öæÔ∏è‚öæÔ∏è‚öæÔ∏è

@Indians - you made Cleveland very proud tonight.",2017-09-15 02:40:44+00:00,Sherrod Brown,2017,selected_2017,3,3,2017-09-15,2341,908520930904887296,"Make that: ⚾️⚾️⚾️⚾️⚾️⚾️⚾️⚾️⚾️⚾️⚾️⚾️⚾️⚾️⚾️⚾️⚾️⚾️⚾️⚾️⚾️⚾️

@Indians - you made Cleveland very proud tonight.",43910797,2017-09-15,2017-09-15,41.0
28,9.08522762586787e+17,State offices closures/ openings will continue to follow the lead of local governments,2017-09-15 02:48:00+00:00,Rick Scott,2017,selected_2017,3,3,2017-09-15,2343,908733433563766786,I’m #WithDREAMers &amp; will continue calling for the passage of the #DREAMact,1099199839,2017-09-15,2017-09-15,43.0
29,9.08526538139754e+17,".@FLDEPNews continues to coordinate with @USACEHQ @MyFDOT, @USCG, @MyFWC, and @fema on debris removal statewide.",2017-09-15 03:03:00+00:00,Rick Scott,2017,selected_2017,2,3,2017-09-15,2346,908789493699923969,"RT @GrowthEnergy: Thank you for standing with our industry and championing American #biofuels, @tammybaldwin. We appreciate your support. #…",1074518754,2017-09-15,2017-09-15,32.0
30,9.08661680522924e+17,Happy birthday @RepBarragan!,2017-09-15 12:00:01+00:00,Kyrsten Sinema,2017,selected_2017,3,3,2017-09-15,2353,908757504703700992,My heart goes out to all those affected by today’s horrific attack in London.,76456274,2017-09-15,2017-09-15,27.0
31,9.08661685736554e+17,Happy birthday @RepJoeBarton!,2017-09-15 12:00:02+00:00,Kyrsten Sinema,2017,selected_2017,3,3,2017-09-15,2354,908693133570998272,@KFILE This might be the best one.,47747074,2017-09-15,2017-09-15,29.0
32,9.08671557710565e+17,RT @FLSERT: To serve as a volunteer in Hurricane #Irma relief efforts please call 1-800-FL-Help-1 or click here https://t.co/V2fuoI8GNY #FL‚Ä¶,2017-09-15 12:39:16+00:00,Rick Scott,2017,selected_2017,3,3,2017-09-15,2362,908748311938633728,Staff &amp; volunteers are helping hundreds of Floridians at #IrmaRecovery assistance center in #Immokalee today. More #Florida centers to come. https://t.co/1Nr9yvxn9j,229966028,2017-09-15,2017-09-15,39.0
33,9.08671589528596e+17,RT @FLSERT: Florida Hurricane #Irma Power Outage Numbers as of 9/15/2017 6:00 AM ET. PDF at: https://t.co/6pN1aaRRFU‚Ä¶ #FLResponds https://t‚Ä¶,2017-09-15 12:39:23+00:00,Rick Scott,2017,selected_2017,3,3,2017-09-15,2363,908796140027629569,I've been working to improve our #BuyAmerican laws for over a decade: https://t.co/GaenDO5p8I. I'm hopeful we can work together on this. https://t.co/AiFqVGB9u9,150078976,2017-09-15,2017-09-15,36.0
34,9.08673175856336e+17,Equipos de remoci√≥n de escombros de @MyFDOT despejaron la US 1 y operaci√≥n de retirada de escombros comienza este fin de semana.,2017-09-15 12:45:42+00:00,Rick Scott,2017,selected_2017,3,3,2017-09-15,2366,908783887639351296,Want to get outside tomorrow? Join me tomorrow at noon at Racebook Tract in Orange for a Congress on Your Hike https://t.co/BmPCtJw8DD,150078976,2017-09-15,2017-09-15,32.0
35,9.08673260249903e+17,Cerca de 70 equipos de @MyFDOT est√°n listos y preparados para trabajos de corte y poda de √°rboles en el sistema de carreteras de FL.,2017-09-15 12:46:02+00:00,Rick Scott,2017,selected_2017,3,3,2017-09-15,2367,908837342554681344,RT @SEIU: 1) Here are our thoughts on the latest repeal effort to take away healthcare from working families. Read this thread &amp; call 866-4…,15808765,2017-09-15,2017-09-15,35.0
36,9.08673334522662e+17,Cierres y aperturas de oficinas estatales continuar√°n siguiendo directrices de gobiernos locales.,2017-09-15 12:46:19+00:00,Rick Scott,2017,selected_2017,3,3,2017-09-15,2368,908739000424435712,#GrahamCassidy keeps Obamacare and redistributes money from dem states to republican states.,216881337,2017-09-15,2017-09-15,34.0
37,9.08685409781248e+17,Power has now been restored to 4.8 million Florida homes and businesses. https://t.co/bVzGus4cL0,2017-09-15 13:34:18+00:00,Rick Scott,2017,selected_2017,2,3,2017-09-15,2382,908727454327607297,We need to return the power back to states and patients. https://t.co/LX75Zh3NPL,55677432,2017-09-15,2017-09-15,49.0
38,9.08688466149507e+17,El servicio el√©ctrico ya ha sido restablecido a 4.8 millones de hogares y negocios en la Florida.,2017-09-15 13:46:27+00:00,Rick Scott,2017,selected_2017,3,3,2017-09-15,2386,908750706059960321,Our country’s election systems remain vulnerable to cyber attack. We must figure out how we are vulnerable and how we can fix it.,72198806,2017-09-15,2017-09-15,37.0
39,9.08693389163368e+17,Aqu√≠ la informaci√≥n actualizada sobre los esfuerzos de recuperaci√≥n despu√©s del Hurac√°n Irma: https://t.co/ldzzG30nd6,2017-09-15 14:06:01+00:00,Rick Scott,2017,selected_2017,3,3,2017-09-15,2392,908760593301213185,I'm honored to present this long overdue Purple Heart to Wetzel Sanders. WATCH LIVE: https://t.co/osy2KULRMw,234374703,2017-09-15,2017-09-15,37.0
40,9.0869435658396e+17,Praying for healing and safety for all of London. Our hearts are with all those affected by this terrorist attack.,2017-09-15 14:09:51+00:00,Rick Scott,2017,selected_2017,3,1,2017-09-15,2395,908757504703700992,My heart goes out to all those affected by today’s horrific attack in London.,76456274,2017-09-15,2017-09-15,50.0
41,9.08697323487858e+17,"ACA repeal couldn't pass w 50 vote rule. For your unpopular, hurtful agenda, you should prob be pushing for like a 20 or 25 vote threshold. https://t.co/JEOVRYSqMo",2017-09-15 14:21:39+00:00,Chris Murphy,2017,selected_2017,1,1,2017-09-15,2399,908763692602413056,I recently had the chance to visit the Boardman River -- huge thank you to everyone volunteering their time to improve its water quality! https://t.co/WzScWg89wy,76456274,2017-09-15,2017-09-15,40.0
42,9.08699039197261e+17,.@BetsyDeVosED tried to sneak this under the radar before Labor Day Wknd - but she's refusing to share student aid complaint info w/ @cfpb.,2017-09-15 14:28:28+00:00,Sherrod Brown,2017,selected_2017,1,1,2017-09-15,2401,908753749988069376,.@BetsyDeVosED needs to stand up for sexual assault survivors. This is a step in the wrong direction: https://t.co/H6DOgfZf1r,293131808,2017-09-15,2017-09-15,39.0
43,9.0870377049382e+17,On POW/MIA Day let us take a moment to remember the heroes who have served our nation proudly and sacrifice to defend our country. https://t.co/WVIMKgw12M,2017-09-15 14:47:16+00:00,Jacky Rosen,2017,selected_2017,3,3,2017-09-15,2411,908698861014839296,"On #POWMIARecognitionDay, we pause to remember all who have served and those who were captured or remain missing. #YouAreNotForgotten https://t.co/ugTQgAVUYc",18632666,2017-09-15,2017-09-15,53.0
44,9.08706134374191e+17,"RT @VolunteerFla: As FL begins to recover from the devastation of Hurricane Irma, the FL Disaster Fund is here to help. Donate on FB: https‚Ä¶",2017-09-15 14:56:40+00:00,Rick Scott,2017,selected_2017,3,3,2017-09-15,2416,908755780672901120,DYK that #NM is the 2nd largest producer of pecans in the U.S.? This industry is vital to our state’s economy. https://t.co/e3gJW4HpaN,1099199839,2017-09-15,2017-09-15,39.0
45,9.08707563390296e+17,"RT @FLSERT: DO NOT use gas-powered generator indoors, not even in the garage #FLResponds",2017-09-15 15:02:20+00:00,Rick Scott,2017,selected_2017,1,3,2017-09-15,2423,908751579762892800,It's a human rights issue. It's an issue of #Burma's adherence to intl legal commitments. We must condemn it in the strongest possible terms,29201047,2017-09-15,2017-09-15,36.0
46,9.08707595371925e+17,RT @FLSERT: No use generadores accionados a gas ni lavadoras a presi√≥n en lugares cerrados. Ni siquiera en el garaje #FLResponds,2017-09-15 15:02:28+00:00,Rick Scott,2017,selected_2017,3,3,2017-09-15,2424,908837342554681344,RT @SEIU: 1) Here are our thoughts on the latest repeal effort to take away healthcare from working families. Read this thread &amp; call 866-4…,15808765,2017-09-15,2017-09-15,34.0
47,9.08707677966098e+17,RT @HealthyFla: #FLHealth is urging residents in the #FloridaKeys to not consume water under a boil water notice: https://t.co/IxR9zbWxKe #‚Ä¶,2017-09-15 15:02:48+00:00,Rick Scott,2017,selected_2017,1,3,2017-09-15,2425,908493579496099843,"RT @maggieNYT: Harrowing Storms May Move Climate Debate, if Not G.O.P. Leaders via @alexburnsNYT  https://t.co/uI9WvhvFV8",47747074,2017-09-15,2017-09-15,43.0
48,9.08709530468519e+17,RT @VolunteerFla: Volunteer opportunity: @FloridaDMS has several opportunities for state employee volunteers! https://t.co/nGMapTwWoF #Volu‚Ä¶,2017-09-15 15:10:09+00:00,Rick Scott,2017,selected_2017,3,3,2017-09-15,2429,908799059619704833,I agree with my counterpart @WhipHoyer. More important now than ever to stand up for American values of democracy. https://t.co/8L666BWstb,247334603,2017-09-15,2017-09-15,41.0
49,9.08715667746119e+17,RT @FLGuard: @FLGuard CERF-P heads out with @MyFWC   #BFAI to clear key entry points in the Florida Keys in the wake of #HurricaneIrma. #FL‚Ä¶,2017-09-15 15:34:32+00:00,Rick Scott,2017,selected_2017,3,2,2017-09-15,2439,908810650067046400,RT @RepJayapal: Great to be with @SenJeffMerkley for the @CFESummit! Very proud to partner with him on the #100by50 Act to transition to re…,29201047,2017-09-15,2017-09-15,35.0
50,9.08722079414894e+17,"We need both parties to come together &amp; solve our country‚Äôs challenges. I'll work with anyone to get things done.

https://t.co/aUDwQ3gA99",2017-09-15 16:00:01+00:00,Kyrsten Sinema,2017,selected_2017,3,1,2017-09-15,2451,908818762979143680,We need to repeal &amp; replace Obamacare with something that works. https://t.co/8kBVT1AJXK,41363507,2017-09-15,2017-09-15,46.0
51,9.0872488871793e+17,"RT @FLSERT: Florida Hurricane #Irma Power Outage Numbers as of 9/15/2017
11AM ET. PDF at: https://t.co/MdtDTxRJZf https://t.co/keoM6y4kVL",2017-09-15 16:11:11+00:00,Rick Scott,2017,selected_2017,3,3,2017-09-15,2458,908712817779466240,"On #POWMIARecognitionDay, we honor our missing servicemembers- supporting @dodpaa to bring closure to families: https://t.co/JIErE6dEUg https://t.co/3cEHhYB1zA",382791093,2017-09-15,2017-09-15,38.0
52,9.08736976605601e+17,"This #HispanicHeritageMonth let's honor the history, culture &amp; achievements of our Latino community in NV &amp; across the country. https://t.co/5WdThtKC7G",2017-09-15 16:59:13+00:00,Jacky Rosen,2017,selected_2017,3,3,2017-09-15,2495,908773556560969728,#HispanicHeritageMonth celebrates a legacy and culture that strengthens our country. https://t.co/Ik1FOUAf6c,41363507,2017-09-15,2017-09-15,53.0
53,9.08740569106731e+17,.@SenateDems' #ABetterDeal ensures no family under 150% of state median income pays more than 7% of their income on child care.,2017-09-15 17:13:29+00:00,Chuck Schumer,2017,selected_2017,2,2,2017-09-15,2508,908740739911372800,@SenateDems Dems also want to double the number of children who are eligible for child care assistance.,17494010,2017-09-15,2017-09-15,42.0
54,9.08741594475528e+17,"Just met with state &amp; local leaders in Key West to discuss #HurricaneIrma recovery. At 2pm, I‚Äôll be in Marathon to continue the discussion. https://t.co/VusWBSXVyA",2017-09-15 17:17:34+00:00,Rick Scott,2017,selected_2017,3,3,2017-09-15,2514,908749650550755328,"Wonderful discussion with Northwest Indiana realtors today. Taxes, infrastructure, flood insurance were topics of discussion. https://t.co/rqhO2VJKN1",234128524,2017-09-15,2017-09-15,42.0
55,9.08747547669344e+17,"RT @HealthyFla: If you think your #FLwellwater has been contaminated, contact local health department to check the water quality: https://t‚Ä¶",2017-09-15 17:41:13+00:00,Rick Scott,2017,selected_2017,2,2,2017-09-15,2529,908825820239712257,The Port of Boston has been vital to our economy since the colonial era. But we need to keep investing in infrastructure for it to succeed. https://t.co/DNr0ItoTBT,970207298,2017-09-15,2017-09-15,42.0
56,9.0875092030507e+17,"#Burma must cease anti-Rohingya persecution, immediately reverse conditions that created this crisis and allow access for humanitarian orgs.",2017-09-15 17:54:37+00:00,Jeff Merkley,2017,selected_2017,1,1,2017-09-15,2538,908796241324199939,RT @GOPLeader: #Obamacare is failing. #GrahamCassidy returns control to states and empowers them to innovate and stabilize costs.,55677432,2017-09-15,2017-09-15,39.0
57,9.08751986035707e+17,RT @DeptVetAffairs: Today is National POW/MIA Recognition Day ‚Äì you are not forgotten. #POWMIA #HonoringVets https://t.co/9ZHOhGozei,2017-09-15 17:58:51+00:00,Kevin Cramer,2017,selected_2017,3,3,2017-09-15,2546,908677204145524738,Today is National POW/MIA Recognition Day. We remember the American heroes who sacrificed and have not come home. #NotForgotten #MIA #POW https://t.co/uEFsrBH8jv,283130017,2017-09-15,2017-09-15,54.0
58,9.08754040045129e+17,"Around the state, @MyFDOT has 13 traffic management centers where hundreds of employees are monitoring traffic cameras 24/7.",2017-09-15 18:07:01+00:00,Rick Scott,2017,selected_2017,3,3,2017-09-15,2553,908771469194399744,"Tmrw, I’ll be at @navigatemn's legal clinic in Shakopee, which will offer resources for DACA renewals &amp; additional immigration services.",171968009,2017-09-15,2017-09-15,35.0
59,9.08757059428143e+17,"For real time updates on road closures and detours, visit https://t.co/i7T4QeVrla",2017-09-15 18:19:01+00:00,Rick Scott,2017,selected_2017,2,2,2017-09-15,2566,908773772194435072,Great to see everyone in Anderson and @AndersonUnivSC this morning! https://t.co/Z758lJlccb,217543151,2017-09-15,2017-09-15,49.0
60,9.08763095748689e+17,"FHP has over 70 troopers escorting fuel resupply trucks from @JAXPORT, @PortTampaBay, @PortEverglades  &amp; @PortCanaveral to communities.",2017-09-15 18:43:00+00:00,Rick Scott,2017,selected_2017,2,2,2017-09-15,2585,908699460166754310,@BetsyDeVosED @CFPB @CFPB oversight protects students from predatory lenders &amp; other bad actors - this decision leaves them at the mercy of shady corporations.,43910797,2017-09-15,2017-09-15,36.0
61,9.08766351916978e+17,We must stand strong against Zinke's efforts to downsize our public lands #MonumentsForAll #ThisLandIsOurLand https://t.co/zhkGDNdbht,2017-09-15 18:55:57+00:00,Jacky Rosen,2017,selected_2017,1,1,2017-09-15,2590,908681807780040704,The U.S. should cut the red tape and modernize our policies towards #5G deployment. We can’t be left behind! (5/5) https://t.co/ybBMhiRG20,264219447,2017-09-15,2017-09-15,42.0
62,9.08766849025937e+17,46 FL counties are now eligible for individual assistance for losses sustained from #HurricaneIrma. Visit https://t.co/T6NYhRDJOG for info.,2017-09-15 18:57:55+00:00,Rick Scott,2017,selected_2017,2,3,2017-09-15,2591,908748311938633728,Staff &amp; volunteers are helping hundreds of Floridians at #IrmaRecovery assistance center in #Immokalee today. More #Florida centers to come. https://t.co/1Nr9yvxn9j,229966028,2017-09-15,2017-09-15,44.0
63,9.08766998032764e+17,Residents can also download the FEMA App to begin the registration process- find it at https://t.co/FBgVDNcEpA https://t.co/TAUqpc81lN,2017-09-15 18:58:31+00:00,Rick Scott,2017,selected_2017,2,2,2017-09-15,2592,908724820262744064,My statement on the Jason Stockley verdict: https://t.co/FJN8aYosl0 https://t.co/EGJuf5Truk,21269970,2017-09-15,2017-09-15,47.0
64,9.0876748591842e+17,Today we honor all former and current prisoners of war and those missing in action. #POWMIARecognitionDay https://t.co/b3w7m81t6X,2017-09-15 19:00:27+00:00,Josh Hawley,2017,selected_2017,3,3,2017-09-15,2594,908739784264310784,Today I honored #WV prisoners of war at the Huntington VA Medical Center's Prisoner of War luncheon. #POWMIARecognitionDay https://t.co/jPHEsyL1LD,234374703,2017-09-15,2017-09-15,63.0
65,9.08767646673489e+17,Our focus is getting Keys residents back home: https://t.co/kT2bIUqAX0,2017-09-15 19:01:05+00:00,Rick Scott,2017,selected_2017,1,1,2017-09-15,2595,908500782512852992,We must take decisive action to rein in DPRK’s nuclear program. https://t.co/3Gb0ISJBCr,18137749,2017-09-15,2017-09-15,48.0
66,9.08769626162647e+17,We joined @MPHCAZ to open their Tempe facility. We're working to fund community health centers &amp; make healthcare affordable for Arizonans. https://t.co/7G59RJ3jb0,2017-09-15 19:08:57+00:00,Kyrsten Sinema,2017,selected_2017,2,2,2017-09-15,2600,908681509221146624,"Faster, denser connections enabled by #5G tech will improve quality of service for rural &amp; urban
 Americans. (3/5) https://t.co/ybBMhiRG20",264219447,2017-09-15,2017-09-15,42.0
