tweet_id,old_tweet_id,text,old_text,author_id,old_author_id,tw_date,year,AR,MB,similarity
908789493699923969,9.08526538139754e+17,"RT @GrowthEnergy: Thank you for standing with our industry and championing American #biofuels, @tammybaldwin. We appreciate your support. #…",".@FLDEPNews continues to coordinate with @USACEHQ @MyFDOT, @USCG, @MyFWC, and @fema on debris removal statewide.",1074518754,Rick Scott,2017-09-15,2017,2,3,32.0
908757504703700992,9.08661680522924e+17,My heart goes out to all those affected by today’s horrific attack in London.,Happy birthday @RepBarragan!,76456274,Kyrsten Sinema,2017-09-15,2017,3,3,27.0
908693133570998272,9.08661685736554e+17,@KFILE This might be the best one.,Happy birthday @RepJoeBarton!,47747074,Kyrsten Sinema,2017-09-15,2017,3,3,29.0
908748311938633728,9.08671557710565e+17,Staff &amp; volunteers are helping hundreds of Floridians at #IrmaRecovery assistance center in #Immokalee today. More #Florida centers to come. https://t.co/1Nr9yvxn9j,RT @FLSERT: To serve as a volunteer in Hurricane #Irma relief efforts please call 1-800-FL-Help-1 or click here https://t.co/V2fuoI8GNY #FL‚Ä¶,229966028,Rick Scott,2017-09-15,2017,3,3,39.0
908796140027629569,9.08671589528596e+17,I've been working to improve our #BuyAmerican laws for over a decade: https://t.co/GaenDO5p8I. I'm hopeful we can work together on this. https://t.co/AiFqVGB9u9,RT @FLSERT: Florida Hurricane #Irma Power Outage Numbers as of 9/15/2017 6:00 AM ET. PDF at: https://t.co/6pN1aaRRFU‚Ä¶ #FLResponds https://t‚Ä¶,150078976,Rick Scott,2017-09-15,2017,3,3,36.0
908783887639351296,9.08673175856336e+17,Want to get outside tomorrow? Join me tomorrow at noon at Racebook Tract in Orange for a Congress on Your Hike https://t.co/BmPCtJw8DD,Equipos de remoci√≥n de escombros de @MyFDOT despejaron la US 1 y operaci√≥n de retirada de escombros comienza este fin de semana.,150078976,Rick Scott,2017-09-15,2017,3,3,32.0
908837342554681344,9.08673260249903e+17,RT @SEIU: 1) Here are our thoughts on the latest repeal effort to take away healthcare from working families. Read this thread &amp; call 866-4…,Cerca de 70 equipos de @MyFDOT est√°n listos y preparados para trabajos de corte y poda de √°rboles en el sistema de carreteras de FL.,15808765,Rick Scott,2017-09-15,2017,3,3,35.0
908739000424435712,9.08673334522662e+17,#GrahamCassidy keeps Obamacare and redistributes money from dem states to republican states.,Cierres y aperturas de oficinas estatales continuar√°n siguiendo directrices de gobiernos locales.,216881337,Rick Scott,2017-09-15,2017,3,3,34.0
908727454327607297,9.08685409781248e+17,We need to return the power back to states and patients. https://t.co/LX75Zh3NPL,Power has now been restored to 4.8 million Florida homes and businesses. https://t.co/bVzGus4cL0,55677432,Rick Scott,2017-09-15,2017,2,3,49.0
908750706059960321,9.08688466149507e+17,Our country’s election systems remain vulnerable to cyber attack. We must figure out how we are vulnerable and how we can fix it.,El servicio el√©ctrico ya ha sido restablecido a 4.8 millones de hogares y negocios en la Florida.,72198806,Rick Scott,2017-09-15,2017,3,3,37.0
908760593301213185,9.08693389163368e+17,I'm honored to present this long overdue Purple Heart to Wetzel Sanders. WATCH LIVE: https://t.co/osy2KULRMw,Aqu√≠ la informaci√≥n actualizada sobre los esfuerzos de recuperaci√≥n despu√©s del Hurac√°n Irma: https://t.co/ldzzG30nd6,234374703,Rick Scott,2017-09-15,2017,3,3,37.0
908757504703700992,9.0869435658396e+17,My heart goes out to all those affected by today’s horrific attack in London.,Praying for healing and safety for all of London. Our hearts are with all those affected by this terrorist attack.,76456274,Rick Scott,2017-09-15,2017,3,1,50.0
908763692602413056,9.08697323487858e+17,I recently had the chance to visit the Boardman River -- huge thank you to everyone volunteering their time to improve its water quality! https://t.co/WzScWg89wy,"ACA repeal couldn't pass w 50 vote rule. For your unpopular, hurtful agenda, you should prob be pushing for like a 20 or 25 vote threshold. https://t.co/JEOVRYSqMo",76456274,Chris Murphy,2017-09-15,2017,1,1,40.0
908753749988069376,9.08699039197261e+17,.@BetsyDeVosED needs to stand up for sexual assault survivors. This is a step in the wrong direction: https://t.co/H6DOgfZf1r,.@BetsyDeVosED tried to sneak this under the radar before Labor Day Wknd - but she's refusing to share student aid complaint info w/ @cfpb.,293131808,Sherrod Brown,2017-09-15,2017,1,1,39.0
908698861014839296,9.0870377049382e+17,"On #POWMIARecognitionDay, we pause to remember all who have served and those who were captured or remain missing. #YouAreNotForgotten https://t.co/ugTQgAVUYc",On POW/MIA Day let us take a moment to remember the heroes who have served our nation proudly and sacrifice to defend our country. https://t.co/WVIMKgw12M,18632666,Jacky Rosen,2017-09-15,2017,3,3,53.0
908755780672901120,9.08706134374191e+17,DYK that #NM is the 2nd largest producer of pecans in the U.S.? This industry is vital to our state’s economy. https://t.co/e3gJW4HpaN,"RT @VolunteerFla: As FL begins to recover from the devastation of Hurricane Irma, the FL Disaster Fund is here to help. Donate on FB: https‚Ä¶",1099199839,Rick Scott,2017-09-15,2017,3,3,39.0
908751579762892800,9.08707563390296e+17,It's a human rights issue. It's an issue of #Burma's adherence to intl legal commitments. We must condemn it in the strongest possible terms,"RT @FLSERT: DO NOT use gas-powered generator indoors, not even in the garage #FLResponds",29201047,Rick Scott,2017-09-15,2017,1,3,36.0
908837342554681344,9.08707595371925e+17,RT @SEIU: 1) Here are our thoughts on the latest repeal effort to take away healthcare from working families. Read this thread &amp; call 866-4…,RT @FLSERT: No use generadores accionados a gas ni lavadoras a presi√≥n en lugares cerrados. Ni siquiera en el garaje #FLResponds,15808765,Rick Scott,2017-09-15,2017,3,3,34.0
908493579496099843,9.08707677966098e+17,"RT @maggieNYT: Harrowing Storms May Move Climate Debate, if Not G.O.P. Leaders via @alexburnsNYT  https://t.co/uI9WvhvFV8",RT @HealthyFla: #FLHealth is urging residents in the #FloridaKeys to not consume water under a boil water notice: https://t.co/IxR9zbWxKe #‚Ä¶,47747074,Rick Scott,2017-09-15,2017,1,3,43.0
908799059619704833,9.08709530468519e+17,I agree with my counterpart @WhipHoyer. More important now than ever to stand up for American values of democracy. https://t.co/8L666BWstb,RT @VolunteerFla: Volunteer opportunity: @FloridaDMS has several opportunities for state employee volunteers! https://t.co/nGMapTwWoF #Volu‚Ä¶,247334603,Rick Scott,2017-09-15,2017,3,3,41.0
908810650067046400,9.08715667746119e+17,RT @RepJayapal: Great to be with @SenJeffMerkley for the @CFESummit! Very proud to partner with him on the #100by50 Act to transition to re…,RT @FLGuard: @FLGuard CERF-P heads out with @MyFWC   #BFAI to clear key entry points in the Florida Keys in the wake of #HurricaneIrma. #FL‚Ä¶,29201047,Rick Scott,2017-09-15,2017,3,2,35.0
908818762979143680,9.08722079414894e+17,We need to repeal &amp; replace Obamacare with something that works. https://t.co/8kBVT1AJXK,"We need both parties to come together &amp; solve our country‚Äôs challenges. I'll work with anyone to get things done.

https://t.co/aUDwQ3gA99",41363507,Kyrsten Sinema,2017-09-15,2017,3,1,46.0
908712817779466240,9.0872488871793e+17,"On #POWMIARecognitionDay, we honor our missing servicemembers- supporting @dodpaa to bring closure to families: https://t.co/JIErE6dEUg https://t.co/3cEHhYB1zA","RT @FLSERT: Florida Hurricane #Irma Power Outage Numbers as of 9/15/2017
11AM ET. PDF at: https://t.co/MdtDTxRJZf https://t.co/keoM6y4kVL",382791093,Rick Scott,2017-09-15,2017,3,3,38.0
908773556560969728,9.08736976605601e+17,#HispanicHeritageMonth celebrates a legacy and culture that strengthens our country. https://t.co/Ik1FOUAf6c,"This #HispanicHeritageMonth let's honor the history, culture &amp; achievements of our Latino community in NV &amp; across the country. https://t.co/5WdThtKC7G",41363507,Jacky Rosen,2017-09-15,2017,3,3,53.0
908740739911372800,9.08740569106731e+17,@SenateDems Dems also want to double the number of children who are eligible for child care assistance.,.@SenateDems' #ABetterDeal ensures no family under 150% of state median income pays more than 7% of their income on child care.,17494010,Chuck Schumer,2017-09-15,2017,2,2,42.0
908749650550755328,9.08741594475528e+17,"Wonderful discussion with Northwest Indiana realtors today. Taxes, infrastructure, flood insurance were topics of discussion. https://t.co/rqhO2VJKN1","Just met with state &amp; local leaders in Key West to discuss #HurricaneIrma recovery. At 2pm, I‚Äôll be in Marathon to continue the discussion. https://t.co/VusWBSXVyA",234128524,Rick Scott,2017-09-15,2017,3,3,42.0
908825820239712257,9.08747547669344e+17,The Port of Boston has been vital to our economy since the colonial era. But we need to keep investing in infrastructure for it to succeed. https://t.co/DNr0ItoTBT,"RT @HealthyFla: If you think your #FLwellwater has been contaminated, contact local health department to check the water quality: https://t‚Ä¶",970207298,Rick Scott,2017-09-15,2017,2,2,42.0
908796241324199939,9.0875092030507e+17,RT @GOPLeader: #Obamacare is failing. #GrahamCassidy returns control to states and empowers them to innovate and stabilize costs.,"#Burma must cease anti-Rohingya persecution, immediately reverse conditions that created this crisis and allow access for humanitarian orgs.",55677432,Jeff Merkley,2017-09-15,2017,1,1,39.0
908677204145524738,9.08751986035707e+17,Today is National POW/MIA Recognition Day. We remember the American heroes who sacrificed and have not come home. #NotForgotten #MIA #POW https://t.co/uEFsrBH8jv,RT @DeptVetAffairs: Today is National POW/MIA Recognition Day ‚Äì you are not forgotten. #POWMIA #HonoringVets https://t.co/9ZHOhGozei,283130017,Kevin Cramer,2017-09-15,2017,3,3,54.0
908771469194399744,9.08754040045129e+17,"Tmrw, I’ll be at @navigatemn's legal clinic in Shakopee, which will offer resources for DACA renewals &amp; additional immigration services.","Around the state, @MyFDOT has 13 traffic management centers where hundreds of employees are monitoring traffic cameras 24/7.",171968009,Rick Scott,2017-09-15,2017,3,3,35.0
908773772194435072,9.08757059428143e+17,Great to see everyone in Anderson and @AndersonUnivSC this morning! https://t.co/Z758lJlccb,"For real time updates on road closures and detours, visit https://t.co/i7T4QeVrla",217543151,Rick Scott,2017-09-15,2017,2,2,49.0
908699460166754310,9.08763095748689e+17,@BetsyDeVosED @CFPB @CFPB oversight protects students from predatory lenders &amp; other bad actors - this decision leaves them at the mercy of shady corporations.,"FHP has over 70 troopers escorting fuel resupply trucks from @JAXPORT, @PortTampaBay, @PortEverglades  &amp; @PortCanaveral to communities.",43910797,Rick Scott,2017-09-15,2017,2,2,36.0
908681807780040704,9.08766351916978e+17,The U.S. should cut the red tape and modernize our policies towards #5G deployment. We can’t be left behind! (5/5) https://t.co/ybBMhiRG20,We must stand strong against Zinke's efforts to downsize our public lands #MonumentsForAll #ThisLandIsOurLand https://t.co/zhkGDNdbht,264219447,Jacky Rosen,2017-09-15,2017,1,1,42.0
908748311938633728,9.08766849025937e+17,Staff &amp; volunteers are helping hundreds of Floridians at #IrmaRecovery assistance center in #Immokalee today. More #Florida centers to come. https://t.co/1Nr9yvxn9j,46 FL counties are now eligible for individual assistance for losses sustained from #HurricaneIrma. Visit https://t.co/T6NYhRDJOG for info.,229966028,Rick Scott,2017-09-15,2017,2,3,44.0
908724820262744064,9.08766998032764e+17,My statement on the Jason Stockley verdict: https://t.co/FJN8aYosl0 https://t.co/EGJuf5Truk,Residents can also download the FEMA App to begin the registration process- find it at https://t.co/FBgVDNcEpA https://t.co/TAUqpc81lN,21269970,Rick Scott,2017-09-15,2017,2,2,47.0
908739784264310784,9.0876748591842e+17,Today I honored #WV prisoners of war at the Huntington VA Medical Center's Prisoner of War luncheon. #POWMIARecognitionDay https://t.co/jPHEsyL1LD,Today we honor all former and current prisoners of war and those missing in action. #POWMIARecognitionDay https://t.co/b3w7m81t6X,234374703,Josh Hawley,2017-09-15,2017,3,3,63.0
908500782512852992,9.08767646673489e+17,We must take decisive action to rein in DPRK’s nuclear program. https://t.co/3Gb0ISJBCr,Our focus is getting Keys residents back home: https://t.co/kT2bIUqAX0,18137749,Rick Scott,2017-09-15,2017,1,1,48.0
908681509221146624,9.08769626162647e+17,"Faster, denser connections enabled by #5G tech will improve quality of service for rural &amp; urban
 Americans. (3/5) https://t.co/ybBMhiRG20",We joined @MPHCAZ to open their Tempe facility. We're working to fund community health centers &amp; make healthcare affordable for Arizonans. https://t.co/7G59RJ3jb0,264219447,Kyrsten Sinema,2017-09-15,2017,2,2,42.0
908773940079857664,9.08769684161523e+17,RT @autodealerstx: Thank you @JohnCornyn for meeting with our dealers and supporting recovery from #HurricaneHarvey https://t.co/aLDz0iYJml,RT @PortCanaveral: Over 750 tankers loaded and rolling with fuel across Florida from Seaport Canaveral in last 48 hours. https://t.co/7laA7‚Ä¶,13218102,Rick Scott,2017-09-15,2017,2,2,43.0
908773940079857664,9.0877317531981e+17,RT @autodealerstx: Thank you @JohnCornyn for meeting with our dealers and supporting recovery from #HurricaneHarvey https://t.co/aLDz0iYJml,RT @VolunteerFla: Thank you @SofiaVergara for supporting the Florida Disaster Fund! https://t.co/6Bk6LpiTUR,13218102,Rick Scott,2017-09-15,2017,3,2,51.0
908745336860094466,9.0877330742358e+17,RT @SenateMajLdr: Today we're reminded of those who have been through unbelievable hardships &amp; those taken by our captive by our enemies #P…,RT @FLHealthDuval: Be cautious of #FloodedRoads after #HurricaneIrma. Driving through high water could break down or sweep away your car. #‚Ä¶,2964174789,Rick Scott,2017-09-15,2017,1,1,34.0
908512294178521090,9.0877418818127e+17,RT @GFTrib_KInbody: Verizon dropping rural Montana could affect emergency services https://t.co/X8zBwSLEn5 https://t.co/fqbPgw9oLo,"RT @FLSERT: Florida Hurricane #Irma Power Outage Numbers as of 9/15/2017
3 PM ET. PDF at: https://t.co/MdtDTxRJZf https://t.co/OqKZb96lXo",11651202,Rick Scott,2017-09-15,2017,3,3,39.0
908781718148132865,9.0877492533019e+17,We need to get to the bottom of Russian effort to influence our election &amp; make sure it never happens again.,".@MyFWC has deployed over 500 law enforcement vessels, including trucks, coastal &amp; river patrol boats, ATVs &amp; shallow draft boats.",1099199839,Rick Scott,2017-09-15,2017,2,2,35.0
908701696804708352,9.08775826748997e+17,"Trump Admin. is walking away from the issue of #climatechange. That means at the local level, we need to step up &amp; I'm proud RI is acting.","Latest #Trumpcare bill (#GrahamCassidy) would eliminate essential health benefits, cut #Medicaid, &amp; cost RI $625M by 2026. #ProtectOurCare",486694111,Jack Reed,2017-09-15,2017,1,1,36.0
908773887797813248,9.08781467899011e+17,RT @GLFOP: We are proud to support @JohnCornyn's and @ChrisCoons National White Collar Crime Control Act! Law enforcement needs the tools t…,50 FHP troopers are deployed to assist the Collier County Sherriff‚Äôs Office &amp; 20 troopers to assist St. Johns County law enforcement.,13218102,Rick Scott,2017-09-15,2017,2,2,40.0
908787087830372353,9.08786351897759e+17,"Today we pause to recognize the sacrifices of American prisoners of war, the heroes who are still missing &amp; those who never made it home. https://t.co/meD3R0cMhM","RT @lyft: To do our part in the aftermath of Hurricane Irma, we are offering Relief Rides to those in need. Learn more: https://t.co/zNF5SE‚Ä¶",75364211,Rick Scott,2017-09-15,2017,3,3,45.0
908827016685699072,9.08787759816392e+17,We need to ensure every American can be skilled &amp; trained for the #jobs of the future &amp; that means making sure they have #AffordableHousing,Port of Key West remains closed to all boat traffic until the @USCG has determined that all areas surrounding the port are safe.,117501995,Rick Scott,2017-09-15,2017,1,3,39.0
908756134038769676,9.08791120041308e+17,I joined @marcorubio in urging the State Department to maintain additional security-assistance funding for Israel: https://t.co/H3N2KBJDkL,Joined with Senator Cassidy - my co-chair of the Senate Subcommittee on Social Security - to demand answers from @SocialSecurity Admin. -SB https://t.co/clkeoU9rsr,968650362,Sherrod Brown,2017-09-15,2017,2,2,44.0
908754918231724032,9.08795559955152e+17,Watch live: briefing at the Monroe County Emergency Operations Center in Florida https://t.co/PoqMdxX2Ow,".@MyFWC has 155 officers &amp; 34 vessels in Monroe County, including Special Operations Group officers, to continue operations in the Keys.",229966028,Rick Scott,2017-09-15,2017,1,2,36.0
908770898831904768,9.08795768923934e+17,President Trump’s decision to end #DACA is a disgrace to our moral values and principles. It's not who we are or should be as a nation.,.@AnthemInc's decision is great ‚Äì but insurers making huge profits off taxpayers shouldn‚Äôt need to be shamed into providing coverage.,171968009,Elizabeth Warren,2017-09-15,2017,1,1,43.0
908774053124739072,9.08796375508377e+17,Wonderful to see that Maria is back safely in the wake of Irma - and great to meet her and her brother Pablo in NH: https://t.co/SjnyHi6EY5 https://t.co/LJHam9h06z,RT @USNationalGuard: .@FLGuard members keep Hurricane Irma relief supplies flowing: https://t.co/WJiT571Qqr https://t.co/bUhgj5lIaz,946549322,Rick Scott,2017-09-15,2017,2,2,41.0
908757504703700992,9.08796859006808e+17,My heart goes out to all those affected by today’s horrific attack in London.,El Puerto de Key West permanece cerrado al tr√°fico de todo tipo de embarcaciones hasta que @USCG determine que el entorno es seguro.,76456274,Rick Scott,2017-09-15,2017,3,3,35.0
908797608587644928,9.08797815123476e+17,"Today marks the beginning of Hispanic Heritage Month, a time to celebrate the diverse history and contributions of Hispanic Americans.",".@MyFWC tiene 155 oficiales y 34 lanchas operando en el condado de Monroe, incluyendo oficiales del Grupo de Operaciones Especiales.",308794407,Rick Scott,2017-09-15,2017,3,3,30.0
908494329290936321,9.08798102483685e+17,RT @AETN: We're live with local volunteer historians and @JohnBoozman's veterans affairs liaison for #ARAsk #VeteransHistoryProject! Tweet…,"RT @FLSERT: Text ""FLResponds"" to 888-777 to receive updates from the State Emergency Response Team for #Irma storm updates #FLResponds",5558312,Rick Scott,2017-09-15,2017,2,2,34.0
908735461753016325,9.08802243968761e+17,Always great to talk with the @WIFarmBureau. I'm proud to represent Wisconsin's hardworking farmers in the U.S. Senate. https://t.co/uUEiZy6qIz,"As Americans, we do not turn our backs on those who represent the best of our country. I'm proud to stand with #DREAMEers. #ProtectDACA https://t.co/9goIsz0aQI",1074518754,Jacky Rosen,2017-09-15,2017,1,1,43.0
908769352471760896,9.08802353956089e+17,"RT @timkaine: Anthem staying in VA is great news. Proud of our joint efforts on this w/ @GovernorVA, @MarkWarner &amp; others. More work ahead…",.@FLGuard has established a staging area in Marathon to supply six points of distribution with food &amp; water in Monroe County.,7429102,Rick Scott,2017-09-15,2017,2,2,38.0
