tweet_id,year,AR,MB
754016168457834496,2016,3,3
686992983384784896,2016,1,1
726082427458736128,2016,2,2
725774397374648322,2016,1,2
697783950840713216,2016,1,1
809874861736816644,2016,1,1
728301250924707840,2016,3,3
722446876121935873,2016,3,3
786354919351521281,2016,1,1
776905254390554624,2016,3,3
692805912268963840,2016,3,3
806198720043909130,2016,3,3
759404818062422016,2016,3,3
770681831515627521,2016,1,1
709049176097562624,2016,3,3
746036580511531009,2016,1,1
700394023400448000,2016,1,1
748221341283794944,2016,1,1
725735956897226753,2016,3,3
811014003216515073,2016,1,1
745735429194981381,2016,3,3
776529489304100864,2016,1,3
806979405046226944,2016,2,2
742488083082448900,2016,1,1
743522585695162368,2016,3,3
787758765215023104,2016,3,3
801182069023903744,2016,1,1
719563049640796160,2016,1,1
769243807955189760,2016,3,3
720001608252329984,2016,2,2
702164054228541440,2016,1,1
785837004231675904,2016,1,1
741255956517031937,2016,1,1
707694155661754370,2016,1,2
722895145918550016,2016,1,1
740630678807678976,2016,3,3
765568029057056769,2016,3,3
761989057052184577,2016,3,3
702647010554470400,2016,3,3
686712438151081985,2016,2,2
739946241472245761,2016,3,3
724964609816408065,2016,2,3
717758063957123074,2016,1,1
770672722812739584,2016,2,2
717766915977060352,2016,1,1
727906999615279104,2016,2,2
773932726646812672,2016,1,1
793936694429024256,2016,3,3
710192318163374080,2016,1,1
788892508663054336,2016,1,1
759057207329689600,2016,1,1
806543836835000321,2016,3,3
774383663572131840,2016,3,3
773988032387121160,2016,1,1
717382558053367808,2016,3,1
783483765402120192,2016,1,1
760553313192468484,2016,3,3
702998817659101188,2016,1,1
771091977123225600,2016,3,3
753303769916538880,2016,1,1
687350419673120768,2016,1,1
761305893900279813,2016,3,3
769574219663314944,2016,3,3
740205683811852288,2016,1,1
795797738696765440,2016,3,3
776128725180112898,2016,3,1
699659331789266945,2016,1,1
766748428089065476,2016,3,1
804056617692069888,2016,3,3
778980623520260096,2016,1,2
685492768052015104,2016,3,2
730508583083773952,2016,1,2
773263567210614784,2016,1,1
773560023096197120,2016,2,2
763032795929280512,2016,1,1
755012270086914048,2016,3,3
743304909668257792,2016,3,3
801223988978458624,2016,3,3
713700050472452099,2016,3,3
733332869175709696,2016,3,3
697103131738558465,2016,1,1
748296934759239680,2016,3,3
684463877262827524,2016,1,1
700415006169505794,2016,2,2
730158880664203269,2016,2,2
697585906874626048,2016,2,2
712368327310446592,2016,3,3
708080083722903553,2016,3,3
781299471196053505,2016,1,3
698310695784329216,2016,3,3
693170731849535488,2016,1,1
735874887269646336,2016,3,3
792335183668207617,2016,3,1
777872120697253890,2016,1,3
766425771371995136,2016,3,3
738808151999447044,2016,3,3
805930757839470594,2016,2,2
743916841010003969,2016,3,3
809891859208146944,2016,2,2
730170077866156033,2016,1,1
744977714411626496,2016,3,3
775729340243963904,2016,3,3
781568121803010048,2016,3,3
751143124878131200,2016,3,3
725762267321667585,2016,1,1
705875419287920642,2016,3,3
744988750355267588,2016,3,3
804723555158151168,2016,2,2
795025590826844160,2016,3,3
789232671004078080,2016,3,3
699666187915886592,2016,3,1
716319654893920256,2016,3,3
763810556163784704,2016,2,1
775711623117959168,2016,3,3
694655152402337793,2016,1,1
773316788063010816,2016,1,1
776869722814050304,2016,2,2
810869434470592512,2016,1,2
712419362859188224,2016,1,1
740990508026200064,2016,3,3
773908879436607488,2016,1,1
806552578972647431,2016,3,3
792004815555596288,2016,3,1
697875950403395585,2016,3,3
702646194980278272,2016,3,3
745376421665615873,2016,2,2
793560480820269056,2016,3,3
746010223320662017,2016,3,1
735868211888062468,2016,2,1
755851355567247360,2016,3,3
796016521835347969,2016,3,3
803705311412555782,2016,1,1
739896296962707456,2016,1,1
702178230908887040,2016,3,1
697584113528782849,2016,1,1
687380013398757376,2016,3,3
696771996282179586,2016,3,3
798171262501556224,2016,3,3
775816463802372096,2016,3,3
733990885482975232,2016,3,3
780590661158445056,2016,1,3
788942591316234240,2016,1,3
725350941462028288,2016,1,2
787011304598990848,2016,3,3
722533450301972485,2016,2,2
725717724643643393,2016,3,3
707310053942906881,2016,3,3
783704049916850179,2016,1,1
785261076350849025,2016,1,1
705774574445600768,2016,2,2
791659725377134592,2016,1,1
710097885434478593,2016,1,1
757755551346487297,2016,1,1
769218573063557120,2016,1,1
747515985498935297,2016,1,1
727162674639978496,2016,3,1
714859678472212481,2016,3,1
739124684482961412,2016,3,3
782992273881563136,2016,3,3
781852849462513664,2016,3,1
736227774889918465,2016,3,1
794961682762240000,2016,3,3
704343709647769600,2016,1,1
704391004791541760,2016,3,3
711278475898793984,2016,3,3
710126009647910913,2016,3,3
1390356699677085700,2021,1,1
1406305023605235720,2021,1,1
1387514967964987395,2021,3,3
1443686324079370240,2021,1,1
1453465862434926600,2021,1,1
1352294731368296449,2021,2,2
1397640409610919940,2021,1,1
1409514010630889478,2021,1,1
1410035308427726857,2021,1,1
1462542252467650563,2021,1,1
1461124340217524225,2021,2,2
1377648304935337986,2021,2,2
1416153338375254016,2021,3,3
1418615703918292997,2021,3,3
1413250200811053056,2021,1,1
1451289890763726849,2021,1,1
1419704593823506440,2021,1,1
1422580039615459328,2021,2,2
1465757526629117956,2021,1,2
1418639676412506112,2021,3,1
1389241312642174986,2021,2,2
1395822334456500224,2021,1,1
1415332151533375494,2021,1,1
1441546540460412929,2021,1,1
1421162260391727105,2021,1,2
1453817922766442508,2021,1,1
1375175596699967492,2021,1,1
1387870353528082432,2021,1,1
1465476825321254913,2021,3,3
1376692529471578112,2021,1,1
1367138039730995205,2021,1,1
1476275745865576454,2021,1,1
1446818296167346184,2021,1,1
1437051329734656000,2021,3,3
1463513859139018764,2021,1,1
1431012830753529862,2021,1,1
1429941470866272264,2021,3,3
1377639852968194051,2021,1,3
1395552150709809152,2021,1,1
1349158445405118464,2021,1,1
1467960025041756160,2021,1,1
1355926813441142784,2021,1,1
1465369454414647297,2021,1,1
1432791249451356160,2021,1,1
1396816542319353856,2021,2,2
1432346211009302529,2021,2,2
1462949828191825924,2021,3,3
1420155204712947720,2021,1,1
1443999319493906438,2021,3,3
1466892616201641992,2021,3,3
1425125581029527558,2021,2,2
1450597639154765827,2021,3,3
1474136937434947594,2021,1,1
1385363346128519168,2021,2,2
1460763615603089410,2021,1,1
1403393848747999232,2021,2,2
1384523731859644417,2021,2,2
1409636709000613894,2021,1,1
1354834220317896707,2021,2,2
1400821125924458502,2021,1,1
1467227156996624387,2021,2,2
1460403624677421061,2021,1,1
1459923249911975945,2021,3,3
1345342945147432962,2021,3,3
1456622262732443648,2021,3,3
1436677174866677766,2021,3,3
1474759045806317572,2021,3,3
1466915852540944394,2021,1,1
1393197449318178817,2021,2,2
1472251341925978117,2021,3,3
1361105396816035841,2021,3,1
1449125711479033862,2021,1,1
1358540338839830528,2021,1,1
1459883822040993798,2021,3,3
1420753702256713728,2021,2,2
1371626647728893954,2021,3,3
1351925245867909120,2021,3,3
1360029606389112840,2021,3,3
1461366090416541706,2021,2,2
1446564548228624385,2021,2,2
1398037954896056320,2021,2,2
1402976343206379527,2021,1,1
1352631847155609603,2021,1,3
1379502174712041472,2021,3,3
1469367601998536705,2021,1,1
1392869639382777862,2021,1,1
1397656039122685959,2021,1,1
1435605089830387716,2021,2,2
1363126263276314632,2021,2,2
1404846167150632960,2021,1,1
1372681306899898370,2021,1,1
1413208928524058626,2021,2,2
1364364417626869762,2021,1,1
1356295603156877313,2021,2,2
1405557519410417667,2021,3,3
1367242684478365696,2021,1,1
1359944743195672576,2021,1,1
1412880921552900100,2021,3,3
1473312117830955022,2021,1,1
1416587187471192069,2021,1,1
1457388016582995968,2021,3,3
1441417349643505664,2021,2,2
1433545365077348358,2021,1,1
1392912940962127876,2021,1,1
1348729248756981760,2021,1,1
1430151207398608900,2021,3,3
1442625347942424576,2021,1,2
1416575911017783300,2021,1,1
1399530362225704960,2021,3,3
1386296618517991426,2021,3,3
1351005358593105920,2021,3,3
1357598146902245378,2021,3,3
1377001517442498562,2021,1,2
1366074624337797122,2021,1,1
1387563159347736583,2021,3,3
1431285392532180992,2021,3,3
1371921069779587077,2021,3,3
1406289387109879811,2021,1,1
1406032984243847170,2021,1,1
1397586061677760513,2021,1,2
1425837049014272000,2021,1,1
1436069302273290251,2021,1,1
1359664410315399169,2021,1,1
1452445604219695106,2021,3,3
1456309269675057153,2021,1,1
1413508193745989632,2021,1,1
1436441902048595968,2021,1,3
1361833203565223937,2021,1,1
1409956728481984515,2021,1,2
1346913179130089472,2021,3,1
1387924441397669890,2021,3,3
1429922984056303617,2021,1,1
1471893498441912331,2021,1,1
1410601152845029384,2021,1,1
1443262825359630338,2021,1,1
1430251478963339266,2021,1,2
1463507709261660162,2021,1,1
1397218559382675464,2021,2,2
1364383390418558976,2021,2,2
1453423203834077189,2021,1,1
1431676556989116416,2021,3,3
1354850301661081601,2021,1,1
1467548077280366592,2021,3,3
1402682447800721409,2021,2,2
1444734353976795139,2021,3,3
1385353667105202180,2021,1,1
1447249845287280641,2021,3,3
1418241686594101253,2021,1,1
1365060785924366336,2021,1,1
1418641621403512848,2021,1,1
1453481637258280960,2021,3,3
1425153555120463876,2021,1,1
1469386956119363587,2021,3,1
1380875714774319110,2021,1,1
1460271347888709638,2021,2,2
1370544766316908552,2021,2,2
1382449215264161797,2021,1,1
1388260057226301444,2021,1,1
1371933495744942082,2021,1,1
1419834672612356115,2021,1,1
1424843866512019456,2021,1,1
1425170538826276870,2021,1,2
1405267637949460480,2021,1,1
1450842492715220998,2021,3,3
1383540902975590406,2021,3,3
1391528407918256130,2021,2,2
1374444084073541633,2021,1,1
1394707354193743878,2021,2,2
1393989627195887620,2021,3,3
1355187128548929543,2021,3,1
1470827985964052488,2021,1,1
1349440007900180484,2021,1,2
1412829468897513484,2021,2,2
1407757790299426823,2021,1,1
1369682096210468868,2021,1,1
1437885464900521990,2021,3,1
1462595635866132488,2021,3,3
1382423170771222530,2021,1,1
1473134078526472192,2021,3,3
1449116628889767948,2021,2,2
1454159340705886211,2021,3,3
1353084345456746498,2021,1,1
1403439577927462914,2021,1,1
1456002004267028482,2021,1,1
1425548872324206596,2021,3,3
1420878466233376778,2021,1,1
1388463213566586880,2021,3,3
1366511322188439553,2021,1,1
1407386144468254723,2021,3,1
1364357097190752256,2021,1,1
1362082648496214021,2021,1,1
1438150743429718022,2021,3,3
1392844838459031552,2021,1,1
1424558397270204421,2021,1,1
1402290594035253252,2021,3,3
1382020944135344134,2021,2,2
1388584415534661633,2021,2,2
1369405405198221320,2021,1,1
1447242216490119181,2021,3,3
1367136523221676034,2021,1,1
1387081746693361664,2021,1,1
1457743551538794498,2021,1,1
1346145985320411137,2021,3,3
1360043822185656325,2021,1,1
1382103614127284228,2021,3,3
1449146570142883845,2021,1,2
1444714112966176770,2021,2,2
1443045618163781634,2021,1,1
1374411417802002439,2021,2,2
1402405335055454215,2021,2,2
1401323198403289094,2021,1,1
1372257694095187969,2021,3,3
1432423388895666180,2021,3,3
1476039327306104834,2021,3,3
1415779217317502978,2021,3,3
1433563842613813254,2021,3,3
1455659171559391235,2021,3,3
1446541220671590402,2021,1,1
1439375602105077760,2021,1,1
1432012695100968964,2021,2,2
1441764436302176256,2021,2,2
1408135609835737089,2021,2,2
1403728820411174917,2021,3,3
1416108612699754498,2021,2,2
1358937080412389377,2021,1,1
1427669247866679298,2021,2,2
1436407683683397645,2021,3,3
1456800731856609283,2021,3,1
1429567667233509380,2021,3,3
1434875747177537536,2021,3,3
1438110997059887106,2021,1,1
1387431562111770625,2021,1,1
1422189545974550534,2021,1,1
1415400689900134401,2021,1,1
1438834238242099204,2021,1,1
1465420649992761351,2021,2,2
1404592527659966470,2021,3,3
1407004997208977415,2021,1,1
1396878170117361674,2021,3,3
1417894367289921536,2021,2,1
1379912467732520962,2021,3,3
1377429336341417985,2021,3,3
1375544408515477505,2021,1,1
1398003846924976133,2021,1,3
1454834999442685952,2021,3,3
1404836946099179526,2021,3,3
1430925317477179397,2021,2,2
1458960989374799877,2021,2,2
1466887505647702021,2021,2,2
1407706999186509826,2021,1,1
1412935398624538630,2021,3,3
1454090515754987529,2021,3,3
1366815488400121857,2021,3,3
1460788270250565637,2021,1,1
1433089938594181123,2021,3,1
1463162894401650699,2021,3,3
1429798078060630016,2021,2,2
1351172700648198145,2021,3,3
1376641425539018752,2021,3,3
1379188805274640393,2021,3,3
1367236340404932615,2021,2,2
1407043912154468359,2021,2,2
1455516519136468996,2021,3,3
1461112070234165250,2021,1,1
1385593328406831105,2021,3,3
1458160685423149061,2021,3,3
1466433706160238594,2021,3,3
1412524463703400448,2021,1,1
1369406263583510539,2021,1,2
1472660839647924227,2021,1,1
1422338204989108224,2021,2,2
1456658021061382152,2021,3,3
1464689492397375499,2021,3,3
1368276861458018304,2021,3,3
1349795812667174912,2021,2,2
1355178800854794240,2021,3,3
1403424744683286528,2021,2,2
1385692083328098307,2021,1,1
1397252611036880897,2021,1,2
1363513521053523974,2021,3,3
1461832408257351687,2021,3,3
1401609997067460614,2021,3,3
1435045660982665223,2021,1,1
1469158689764483078,2021,1,1
1441235886700519432,2021,1,1
1438955608460468237,2021,1,1
1391804018217861127,2021,3,3
1361521361424965632,2021,3,3
1389663706225725441,2021,1,1
1398468260404903941,2021,3,3
1384320282500997128,2021,1,1
1377737039865610240,2021,2,2
1365375144743624706,2021,3,3
1359946896299724800,2021,3,3
1352314242939150336,2021,2,2
1385642991814053888,2021,3,2
1361814096857997316,2021,1,1
1416145538211356678,2021,1,1
1466830827732537346,2021,3,3
1389983111941955591,2021,3,3
1415701485288034304,2021,2,2
1453464716546920452,2021,1,1
1456344496791343105,2021,1,1
1362850472445509633,2021,3,3
1359499135058124807,2021,1,1
1415443163779674116,2021,3,3
1468733346062782464,2021,1,1
1372539332167352320,2021,1,1
1387138365619949568,2021,1,1
1407018849820680212,2021,1,1
1381977520208293890,2021,2,2
1359530147129536512,2021,1,1
1449506618966745089,2021,3,3
1403767970720006154,2021,3,1
1369667878430052355,2021,1,1
1423775551412596740,2021,3,3
1390689249603690500,2021,3,3
1345801871789875202,2021,3,3
1365341102220410883,2021,1,1
1394682943021502471,2021,1,1
1361378506807074822,2021,3,3
1379480269334450179,2021,1,1
1470732664953049098,2021,3,3
1385631059300306946,2021,3,3
1463154592162668547,2021,3,3
1344991772569690113,2021,3,3
1380885780185317380,2021,1,1
1364635649937137670,2021,1,1
1346919336632586243,2021,3,3
1450967273972269057,2021,3,3
1345834741405257729,2021,3,3
1460445962548260866,2021,1,1
1456394484774735878,2021,3,3
1412870762306887688,2021,3,3
1352442998123016192,2021,3,3
1425513263031218177,2021,2,2
1349812965046890507,2021,1,3
1468056670844735492,2021,2,2
1405265900261937153,2021,2,2
1415015118509953033,2021,2,3
1460977541565530120,2021,1,2
1417600730282737667,2021,3,3
1382406905646223369,2021,3,3
1387904958033547277,2021,1,1
1413900883973197827,2021,3,3
1411112328515534853,2021,1,1
1389696162534510593,2021,1,2
1357086966710427648,2021,1,1
1438266351982940164,2021,2,2
1447975262004592647,2021,2,2
1369689245909127176,2021,2,2
1403068105107124227,2021,2,2
1426257041174188035,2021,1,1
1378794005295726601,2021,1,2
1392575673198338050,2021,2,2
1418313772427579392,2021,3,3
1369824942167064580,2021,3,3
1422639339469746183,2021,1,1
1413147634630418433,2021,3,3
1359533020303290372,2021,3,3
1387537963316387842,2021,2,2
1423041058120814597,2021,2,2
1458834696545226756,2021,1,1
1466559053279158278,2021,3,3
1345927747487424513,2021,3,3
1470956014799405056,2021,2,2
1420105983628566531,2021,3,3
1415103853251411969,2021,2,2
1417226155132850189,2021,2,2
1352073669154111490,2021,3,3
1455293691220922369,2021,1,3
1402292964232212484,2021,1,3
1435979484407156740,2021,3,3
1460712276349100038,2021,3,1
1395819940771295233,2021,1,1
1357386536657047556,2021,1,1
1408501804082642948,2021,3,3
1426596167983452162,2021,3,3
1374062043297423369,2021,2,2
1377690310101327872,2021,3,3
1403747290091868161,2021,1,1
1437822965421203459,2021,1,1
1433549377478422555,2021,3,3
1417940916719980552,2021,1,1
1445437632968802310,2021,1,1
1407377624373108747,2021,1,1
1363895363795615745,2021,1,1
1437086505533595655,2021,1,1
1371159132045254668,2021,3,3
1391779615853658112,2021,2,2
1390078537961443328,2021,2,2
1394332334187495425,2021,1,1
1378148139761274882,2021,3,3
1477036351593730049,2021,3,3
1375191192921513984,2021,1,1
1380575684297326595,2021,3,3
1407020185844797440,2021,2,2
1381690760815239169,2021,3,3
1472979922763276295,2021,1,1
1398358440666451975,2021,3,3
1460701416310419458,2021,1,1
1383839689241624582,2021,3,3
1461086848399331341,2021,3,3
1387851272884211712,2021,2,2
1440652693853196299,2021,2,2
1425207842835992579,2021,2,2
1404863048972656648,2021,2,1
1382736825970790400,2021,1,1
477133262968852480,2014,2,2
481476516552138752,2014,2,2
476061265077346304,2014,1,1
448562624624869376,2014,3,3
426844339315425280,2014,1,1
424635344240517120,2014,3,3
448577149629657088,2014,2,2
467375248313425920,2014,1,1
443875299219210240,2014,2,2
428352232871194624,2014,3,3
441990302019366912,2014,1,1
440140910832390144,2014,1,1
490146052058529792,2014,1,1
476849927696695296,2014,3,3
480854561276854272,2014,3,3
428962263756976128,2014,1,1
548154694808666112,2014,3,3
526032411403227137,2014,3,3
524224798008680448,2014,1,1
446302858573795329,2014,1,1
428677597984485376,2014,3,3
522022418169487360,2014,3,3
446402919236382720,2014,1,1
525814730250665984,2014,3,3
457534181221089280,2014,3,3
463347926794649601,2014,1,1
449244525798903808,2014,3,3
525813828005527552,2014,1,1
472027021246070784,2014,1,3
450659636639956994,2014,3,3
512671378542460929,2014,2,2
454699015930925056,2014,1,1
467332140108353536,2014,1,1
531974192468873216,2014,3,3
491716018067484672,2014,3,3
448070852517453824,2014,1,1
524635535420424192,2014,3,3
489135888874876928,2014,2,2
481535706125578240,2014,1,1
489490832450682880,2014,2,2
423208486437416960,2014,1,1
466658290793840640,2014,2,2
426054501816999937,2014,1,1
534058419624620032,2014,2,2
481149003636420609,2014,1,1
540489879290118145,2014,3,3
423232791023599616,2014,3,1
531828515612930048,2014,3,3
537259285466849280,2014,3,3
482604310963167233,2014,3,3
454655137316098048,2014,2,2
458701611318009856,2014,1,1
486241461705666560,2014,1,1
449569816224210944,2014,3,3
474611846499282944,2014,1,1
443385517561094145,2014,2,2
527597547385548801,2014,1,1
469568638606147584,2014,2,1
473872529875283969,2014,2,2
459357157398704128,2014,3,3
473827230351900672,2014,2,2
430808103861231616,2014,2,2
511629193034334208,2014,3,3
476069045935304704,2014,2,2
488716497901346816,2014,1,1
535577797100847104,2014,2,2
489872121662017536,2014,2,2
540579523440697345,2014,3,3
460815101722116096,2014,2,2
493739734532112384,2014,3,3
517434641129951232,2014,3,3
494227867132518400,2014,1,1
431196496319754240,2014,1,2
521415671398551552,2014,3,3
466321887480791041,2014,1,3
489107381578506241,2014,2,2
510439352737218561,2014,1,1
469894637524877312,2014,1,2
543873385852596225,2014,1,1
493883971873558528,2014,2,2
506838842167791616,2014,3,3
445713120796082176,2014,3,3
438415866204405761,2014,2,2
451385677192921088,2014,1,1
431480098290561024,2014,2,2
481833273786920960,2014,1,1
533397786767536128,2014,1,1
461905536708251648,2014,2,2
515147473870807041,2014,3,1
465528326455848960,2014,1,1
481842646324101121,2014,1,1
489162470213165057,2014,2,2
498911088499769345,2014,1,1
469603631336292353,2014,2,1
529815745753251840,2014,3,3
493803161631854593,2014,1,1
494181536636628992,2014,3,3
507282599061233665,2014,1,1
476433996080246784,2014,1,1
420336618386767873,2014,3,3
451837875735511040,2014,2,2
451106906183323648,2014,2,2
482250169225056256,2014,3,3
544974884795736064,2014,3,3
489449996631420928,2014,1,1
526773268595113984,2014,3,3
492386720185192448,2014,3,3
473501938240471040,2014,2,2
457595042983862272,2014,3,3
517344487631093760,2014,3,3
518128447168593920,2014,2,2
528186545300582400,2014,3,3
431505341957033984,2014,2,2
522574201744814080,2014,3,3
446045014641344512,2014,3,3
474291920659677184,2014,3,3
528947658350919680,2014,1,1
516732950764077056,2014,3,3
522858942687236096,2014,3,1
520923776867782657,2014,3,3
536946980183113728,2014,3,3
441647324008579072,2014,1,1
438416649017114624,2014,3,3
429374184855052289,2014,1,1
440959237250768896,2014,1,1
476066949194326016,2014,3,3
468441105361825794,2014,2,2
441226408900050944,2014,1,1
540907333321515008,2014,3,3
466999611753000960,2014,1,1
433601632194932737,2014,3,2
446050947534307328,2014,1,1
490481208787095555,2014,3,3
434341273479020544,2014,3,3
443462694013005826,2014,1,1
443263916974825472,2014,1,1
527976204889255938,2014,3,3
505159112896688128,2014,3,3
542361581209010176,2014,3,3
471316504001404928,2014,1,1
436894064395702274,2014,3,3
431117768659066880,2014,1,2
472052326434238465,2014,1,1
482976520072204288,2014,3,3
472920128187686912,2014,3,3
505741896547704833,2014,3,3
499209433998979072,2014,2,2
458628556520562688,2014,1,3
497180731022778369,2014,1,1
505359045197570048,2014,3,1
510101387456552960,2014,1,1
514546687051071488,2014,1,1
541014881349021696,2014,3,2
435440206742028288,2014,3,3
539590532843200512,2014,1,1
420308407535403008,2014,2,2
426431977990799360,2014,3,3
453916608394571777,2014,1,1
535111742796599296,2014,2,2
449999863196188672,2014,3,3
529076781790531585,2014,3,3
446700849658478592,2014,3,3
475768868091461632,2014,3,3
469117975912787968,2014,3,2
471677073627815936,2014,3,3
457913007058997248,2014,3,3
461597925790199811,2014,2,2
494897109460873216,2014,1,1
525102924700327936,2014,3,1
509457030008930305,2014,3,3
519276195725062145,2014,3,3
464837204292816896,2014,3,3
494907328345669633,2014,2,1
533786092294516736,2014,1,1
487643762030436352,2014,3,3
494924253246930944,2014,1,1
449288114985369600,2014,1,2
509469504376561664,2014,3,3
466646183117479937,2014,1,1
471013869947600896,2014,3,3
527927195918819329,2014,3,3
508429739799752704,2014,3,3
492072012064776192,2014,3,3
502557437195718657,2014,1,3
520665994864652288,2014,1,1
436304708215767040,2014,1,1
465530703833100289,2014,3,3
506438849958912000,2014,3,1
523983615051726849,2014,3,3
460561679093219330,2014,3,3
485641589201465345,2014,3,3
483672088582955008,2014,3,3
464135312818446337,2014,1,1
496767635233570817,2014,1,1
463290982050430976,2014,2,2
519649080574623744,2014,3,3
468367679343316992,2014,1,1
439446403589632000,2014,1,1
523220556859334656,2014,3,3
515573935459823616,2014,1,1
506574750361989120,2014,3,3
494995972284354560,2014,3,3
461600326253297664,2014,3,3
526821394274082816,2014,3,3
521496868690219008,2014,3,3
453289226650796032,2014,1,2
527907415203651584,2014,3,2
484079020099645440,2014,3,3
528641430374215680,2014,3,3
514441293380853760,2014,2,2
526076857800613888,2014,3,3
474669551435911168,2014,1,1
482642053848117248,2014,3,3
468730307156652032,2014,3,3
420748965941100544,2014,3,3
519931217417089024,2014,1,1
495306541386317824,2014,1,3
481640921079885824,2014,3,3
449184672086376450,2014,1,1
527231118740049920,2014,1,1
510794385693638657,2014,1,2
451795502317973504,2014,2,2
458037780745322496,2014,3,3
529741785816645632,2014,3,3
602585697086742530,2015,3,3
624639261485215744,2015,3,3
577591719996190720,2015,1,2
607929328010149888,2015,3,3
574230458667548672,2015,3,3
572536811064598529,2015,1,1
604666087196590080,2015,1,1
639458515015344128,2015,2,2
650035740945027073,2015,3,3
568499926365278208,2015,2,2
570739080566333440,2015,1,1
576117788261093376,2015,2,2
608650597047390209,2015,3,3
636177443078848512,2015,3,3
591946831451561984,2015,1,1
565196725791764482,2015,3,3
598933371234856960,2015,3,3
662336118956941312,2015,3,3
592701185267789825,2015,2,2
638799271035334656,2015,1,2
